_id,_status,_submission_time,_submitted_by,act_auto,act_comunal,act_movil,act_pc,act_refri,act_tv,ahorro1,altitude,anio,aprobado,canton,cocina,credit,derecho_tenencia,dest_bas,ed_sup,edad,edbb15_17,edbb25_inc,electricidad,end,est_civil,est_pds,est_piso,est_techo,etnia,fecha,fuente_agua,galim,geduc,ginternet,gsalud,gservbas,gstreaming,gtelefoniam,gtransp,gviv,inodoro,jefe_h,latitude,longitude,mat_pds,mat_piso,mat_techo,mod_ed_sup,niv_educ,no_asist,num25_inc,num_dorm,num_ed_sup,num_per,otros_g,p24,p27,p30,p32,p33,p34,p36,p38,p39,p44,p_20,parent,parroquia,precision,razon,razon_ed_sup,rec_bas,serv_movil,serv_stream,sexo,start,t_infantil,t_infantil_h,t_infantil_re,tenencia,tipo_estbb,tipo_estsup,tipo_viv,valor_credit,valor_elecvh,viv_internet,zona
338140563,submitted_via_web,2024-05-11 21:58:19,adriana_velesaca,0,no se realizan estas actividades,si,si,si,si,50,1574.6,2024,4,Loja,GLP,no,si,,si,22,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 14:08:14.697,soltero(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,150.0,120.0,30.0,50.0,40.0,,20.0,80.0,,Conectado a red pública de alcantarillado,0,-4.261705,-79.2225917,tapia,cerámica,teja,presencial,superior universitaria,,,3,1.0,4,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene tiempo,Estudiante,,,,no,Hijo o hija,Vilcabamba (Victoria),4.039,,no,si,si,no,femenino,2024-05-11 13:53:26.187,no,,,propia,fiscal,pública,Casa/Villa,,,si,No
338147424,submitted_via_web,2024-05-11 23:47:12,vdjsanty25,0,seguridad ciudadana,si,si,si,si,150,1622.5712890625,2024,6,Loja,Gas natural,si,si,otro uso,si,21,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 09:20:26.314,soltero(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,40.0,20.0,0.0,20.0,0.0,0.0,0.0,80.0,,Conectado a red pública de alcantarillado,0,-4.2616477,-79.2244814,ladrillo,parquet o madera pulida,losa,presencial,bachillerato,,,3,1.0,4,0.0,5.0,Trabajar más horas en su trabajo actual,No ha realizado ninguna gestión,,,,,,,si,si,Hijo o hija,Vilcabamba (Victoria),4.888,,no,no,si,no,femenino,2024-05-11 09:05:05.642,no,,,propia,fiscomisional,pública,Casa/Villa,250.0,,si,Si
350026622,submitted_via_web,2024-06-17 19:50:32,vdjsanty25,0,no participa,si,no,si,si,0,1594.300048828125,2024,7,Loja,Gas natural,no,,,no,48,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-15 13:24:39.329,unión libre,regular,malo,malo,mestizo,2024-06-15,De la red pública,50.0,0.0,20.0,0.0,30.0,,,0.0,,Conectado a red pública de alcantarillado,0,-4.2615099,-79.2234322,bloque,cerámica,teja,,básica,,,2,,2,0.0,3.0,Cambiar el trabajo por otro con más horas,Buscar más trabajo ?,,,,,,,no,no,Conyuge,Vilcabamba (Victoria),4.391,,no,si,no,no,femenino,2024-06-15 13:17:09.664,no,,,otro,,,Mediagua,,,si,No
338152833,submitted_via_web,2024-05-12 01:21:07,davidpc_27,0,no participa,si,si,si,no,0,1594.0,2024,6,Loja,GLP,no,,,si,47,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 15:31:04.056,casado(a),regular,regular,regular,mestizo,2024-05-11,"De río, acequia o canal",250.0,0.0,27.0,60.0,15.0,,0.0,0.0,100.0,Conectado a red pública de alcantarillado,1,-4.2438546,-79.2209642,adobe,tablones de madera,teja,a distancia,primaria,,,3,2.0,4,0.0,40.0,No desea trabajar más horas,,,,,,,,no,no,,San Pedro De Vilcabamba,4.9,,no,si,si,no,femenino,2024-05-11 15:13:10.477,no,,,arrendada,,pública,Casa/Villa,,,si,No
338147441,submitted_via_web,2024-05-11 23:47:22,vdjsanty25,1,otras,si,si,si,si,500,1600.0,2024,3,Loja,Electricidad,no,si,,si,45,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 15:31:10.055,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,350.0,80.0,25.0,50.0,180.0,12.0,20.0,60.0,,Conectado a red pública de alcantarillado,1,-4.2613602,-79.2242569,ladrillo,cerámica,losa,presencial,bachillerato,,,4,1.0,4,300.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene necesidad o deseos de trabajar,"Otro, cuál",,,,no,,Vilcabamba (Victoria),4.331,,no,si,si,si,masculino,2024-05-11 15:24:42.810,no,,,propia,fiscal,pública,Casa/Villa,,,si,No
338152835,submitted_via_web,2024-05-12 01:21:09,davidpc_27,0,limpieza y adecentamiento,si,si,si,si,0,1608.0,2024,3,Loja,GLP,no,,,no,54,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 16:04:13.584,casado(a),bueno,bueno,bueno,montuvio,2024-05-11,De la red pública,500.0,100.0,22.0,10.0,30.0,10.0,,30.0,100.0,Conectado a red pública de alcantarillado,1,-4.2433232,-79.2214085,bloque,cerámica,losa,,secundaria,,,2,,4,0.0,,,,No realizó ninguna gestión para buscar trabajo,,Tiene un trabajo esporádico u ocasional,,,,,no,,San Pedro De Vilcabamba,4.7,,no,si,no,no,masculino,2024-05-11 15:49:25.265,no,,,arrendada,fiscal,,Departamento en casa o edificio,,,si,No
349696008,submitted_via_web,2024-06-16 00:36:33,karen_ortega,0,seguridad ciudadana,no,no,si,no,0,1593.0,2024,6,Loja,GLP,no,si,,no,70,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-06-15 17:19:21.690,unión libre,malo,malo,malo,mestizo,2024-06-15,De la red pública,200.0,0.0,,0.0,30.0,,,0.0,,Conectado a red pública de alcantarillado,1,-4.2607881,-79.2239569,adobe,cemento,teja,,primaria,,2.0,3,,2,0.0,5.0,No desea trabajar más horas,,,,,,,,no,si,,Vilcabamba (Victoria),4.769,,no,si,no,no,femenino,2024-06-15 17:13:26.290,no,,,propia,,,Casa/Villa,,,no,No
350026630,submitted_via_web,2024-06-17 19:50:33,vdjsanty25,1,deportes y entretenimiento,si,si,si,si,0,1589.900024414062,2024,6,Loja,Gas natural,no,si,,si,26,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-15 13:45:46.544,soltero(a),bueno,bueno,bueno,mestizo,2024-06-15,De la red pública,300.0,150.0,30.0,0.0,0.0,13.0,20.0,60.0,,Conectado a red pública de alcantarillado,0,-4.261853,-79.2226846,ladrillo,parquet o madera pulida,losa,presencial,superior universitaria,,,3,2.0,4,200.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene necesidad o deseos de trabajar,Estudiante,,,,no,Padres o suegros,Vilcabamba (Victoria),4.371,,no,si,si,si,masculino,2024-06-15 13:37:23.705,no,,,propia,,privada,Departamento en casa o edificio,,,si,No
338127961,submitted_via_web,2024-05-11 20:02:09,kristie_japon,1,limpieza y adecentamiento,si,no,si,si,0,1918.49365234375,2024,6,Loja,Gas natural,no,si,,si,39,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 10:25:29.069,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,150.0,0.0,20.0,40.0,9.0,,,40.0,,Conectado a red pública de alcantarillado,1,-3.8595112,-79.1698807,ladrillo,tablones de madera,plancha zinc,presencial,primaria,,,2,1.0,3,150.0,4.0,Trabajar más horas en su trabajo actual,No ha realizado ninguna gestión,,,,,,,no,no,,Jimbilla,4.472,,no,si,no,no,femenino,2024-05-11 10:07:57.430,no,,,propia,fiscal,pública,Casa/Villa,,,si,No
338077849,submitted_via_web,2024-05-11 15:29:50,,1,limpieza y adecentamiento,si,si,si,si,0,2466.636620521545,2024,4,Loja,GLP,no,,,no,36,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 10:29:49.235,soltero(a),bueno,bueno,bueno,indígena,2024-05-11,De la red pública,300.0,150.0,20.0,100.0,60.0,20.0,25.0,100.0,100.0,Conectado a red pública de alcantarillado,0,-3.735362,-79.262962,bloque,cerámica,plancha fibrocemento,,superior universitaria,,,2,,4,50.0,40.0,No desea trabajar más horas,,,,,,,,no,si,Conyuge,San Lucas,35.0,,no,si,si,no,femenino,2024-05-11 10:11:48.486,no,,,arrendada,fiscal,,Departamento en casa o edificio,,,si,No
349825706,submitted_via_web,2024-06-16 22:25:57,davidpc_27,0,no se realizan estas actividades,no,no,si,si,0,1598.0,2024,6,Loja,GLP,no,si,,no,62,"no, todos asisten",si,Red de empresa eléctrica de servicio público,2024-06-16 12:38:06.451,casado(a),regular,regular,regular,mestizo,2024-06-16,De la red pública,250.0,0.0,20.0,100.0,20.0,,,30.0,,Conectado a red pública de alcantarillado,1,-4.2440985,-79.2211572,ladrillo,tablones de madera,teja,,primaria,,2.0,2,,4,0.0,25.0,No desea trabajar más horas,,,,,,,,no,si,,San Pedro De Vilcabamba,4.614,,no,si,no,no,femenino,2024-06-16 12:22:26.022,no,,,propia,fiscal,,Casa/Villa,,,si,No
338140554,submitted_via_web,2024-05-11 21:58:17,adriana_velesaca,1,limpieza y adecentamiento,si,si,si,si,300,1574.2,2024,4,Loja,GLP,no,si,,no,53,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 12:12:41.271,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,200.0,200.0,30.0,50.0,50.0,,,100.0,,Conectado a red pública de alcantarillado,1,-4.261266,-79.2231577,ladrillo,cerámica,otros,,superior universitaria,,,3,,5,200.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene tiempo,"Otro, cuál",,,,no,,Vilcabamba (Victoria),3.0,,no,si,no,no,masculino,2024-05-11 11:59:02.256,no,,,propia,fiscal,,Casa/Villa,,,si,No
338126814,submitted_via_web,2024-05-11 19:51:26,jeffer_v16,0,arreglo casa comunal o iglesia,si,no,si,no,0,833.300048828125,2024,4,Loja,Gas natural,no,si,,no,30,"no, todos asisten",si,Red de empresa eléctrica de servicio público,2024-05-11 11:36:52.484,soltero(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,250.0,50.0,20.0,50.0,30.0,,,10.0,,Conectado a red pública de alcantarillado,0,-3.8608313,-79.1725892,tapia,parquet o madera pulida,madera,,superior universitaria,,1.0,3,,5,0.0,2.0,No desea trabajar más horas,,,,,,,,si,si,Otros parientes,Jimbilla,4.933,,no,si,no,no,femenino,2024-05-11 11:18:25.837,no,,,propia,fiscal,,Casa/Villa,,,si,No
349611619,submitted_via_web,2024-06-15 14:34:48,adriana_velesaca,0,no se realizan estas actividades,si,si,si,si,40,1574.5,2024,6,Loja,GLP,si,si,,no,57,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-06-14 17:44:42.888,casado(a),bueno,regular,malo,mestizo,2024-06-14,De la red pública,250.0,100.0,22.0,20.0,40.0,,,150.0,,Conectado a red pública de alcantarillado,1,-4.256844,-79.2218962,ladrillo,baldosa,plancha zinc,,secundaria,,,2,,5,50.0,8.0,Trabajar más horas en su trabajo actual,,,,,,,,no,si,,Vilcabamba (Victoria),4.94,,no,si,no,no,masculino,2024-06-14 17:37:19.458,no,,,propia,fiscal,,Casa/Villa,50.0,,si,No
338065698,submitted_via_web,2024-05-11 14:38:26,erika_cabrera,0,no se realizan estas actividades,si,no,si,no,0,2245.099853515625,2024,2,Loja,Electricidad,no,si,,no,83,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 09:38:18.619,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,200.0,0.0,,80.0,10.0,,,20.0,,Conectado a red pública de alcantarillado,1,-3.8893633,-79.2894454,ladrillo,cemento,plancha zinc,,primaria,,,2,,2,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,Jubilado o pensionado,,,,no,,Loja,4.6,,no,si,no,no,femenino,2024-05-11 09:18:15.132,no,,,propia,otro,,Casa/Villa,,,no,No
338127955,submitted_via_web,2024-05-11 20:02:07,kristie_japon,0,limpieza y adecentamiento,si,no,si,no,0,1894.91552734375,2024,6,Loja,Gas natural,si,si,,no,53,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 12:10:25.664,divorciado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,15.0,0.0,,0.0,15.0,,0.0,60.0,,Conectado a red pública de alcantarillado,1,-3.8607643,-79.1713991,ladrillo,cemento,teja,,primaria,,,2,,2,0.0,40.0,No desea trabajar más horas,,,,,,,,no,si,,Jimbilla,4.919,,no,si,si,no,masculino,2024-05-11 11:55:15.679,no,,,propia,,,Casa/Villa,80.0,,no,No
349825063,submitted_via_web,2024-06-16 22:08:03,erika_cabrera,0,deportes y entretenimiento,si,no,si,si,0,2249.599853515625,2024,2,Loja,Electricidad,no,si,,no,23,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-06-16 16:50:49.079,soltero(a),bueno,regular,regular,mestizo,2024-06-16,De la red pública,200.0,2.0,30.0,0.0,35.0,,0.0,20.0,,Conectado a red pública de alcantarillado,0,-3.8919777,-79.2900189,ladrillo,cemento,teja,,superior universitaria,,,4,,5,15.0,,,,Búscar por Internet,8.0,,,,,,no,Hijo o hija,Taquil (Miguel Riofrio),6.6,,no,si,si,no,femenino,2024-06-16 16:35:35.594,no,,,propia,fiscal,,Casa/Villa,,,si,No
349824360,submitted_via_web,2024-06-16 21:55:14,dspa19,1,arreglo casa comunal o iglesia,si,si,si,si,25,2274.099853515625,2024,4,Loja,Gas natural,no,si,,si,45,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-06-16 16:55:06.743,casado(a),bueno,bueno,regular,mestizo,2024-06-16,De la red pública,300.0,80.0,30.0,50.0,45.0,,,20.0,,Conectado a red pública de alcantarillado,1,-3.8928503,-79.2903169,ladrillo,cemento,teja,presencial,superior universitaria,,,3,1.0,4,30.0,48.0,No desea trabajar más horas,,,,,,,,si,no,,Taquil (Miguel Riofrio),4.82,,no,si,no,no,masculino,2024-06-16 16:39:44.861,no,,,propia,fiscal,pública,Casa/Villa,,,si,No
338135585,submitted_via_web,2024-05-11 21:07:03,erika_cabrera,1,deportes y entretenimiento,si,si,si,si,0,2249.199951171875,2024,4,Loja,Gas natural,no,si,,no,59,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 16:06:45.614,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,250.0,0.0,0.0,0.0,25.0,,,20.0,,Conectado a red pública de alcantarillado,1,-3.8792666,-79.3287751,ladrillo,cemento,teja,,superior universitaria,,,3,,4,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,"Otro, cuál",,,,no,,Chantaco,4.909,,no,si,no,no,masculino,2024-05-11 15:45:42.319,no,,,propia,,,Casa/Villa,,,si,No
338152844,submitted_via_web,2024-05-12 01:21:13,davidpc_27,0,limpieza y adecentamiento,si,no,si,si,50,1615.5,2024,3,Loja,GLP,no,si,,no,36,No hay miembros del hogar en ese rango de edad,si,Red de empresa eléctrica de servicio público,2024-05-11 17:23:38.193,soltero(a),regular,bueno,regular,mestizo,2024-05-11,De la red pública,350.0,0.0,22.0,50.0,60.0,15.0,,30.0,,Conectado a red pública de alcantarillado,0,-4.2416178,-79.2232455,ladrillo,cemento,losa,,bachillerato,,1.0,3,,4,0.0,24.0,Trabajar más horas en otro trabajo,Buscar más trabajo ?,,,,,,,no,si,Hijo o hija,San Pedro De Vilcabamba,4.541,,no,si,no,no,femenino,2024-05-11 17:12:01.253,no,,,propia,,,Casa/Villa,,40.0,si,No
338146477,submitted_via_web,2024-05-11 23:27:57,helen_carrion,0,no participa,si,no,si,si,100,1518.200073242188,2024,5,Loja,GLP,no,si,la usa de abono,no,32,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 15:07:44.016,casado(a),bueno,bueno,bueno,mestizo,2024-05-11,De la red pública,150.0,0.0,,30.0,10.0,,,50.0,,Conectado a pozo séptico,1,-4.2128978,-79.2460323,ladrillo,cerámica,teja,,superior universitaria,,,2,,4,15.0,8.0,No desea trabajar más horas,,,,,,,,si,si,,Malacatos (Valladolid) ,28.1,,no,no,no,no,masculino,2024-05-11 14:49:58.351,no,,,propia,,,Casa/Villa,,,no,No
338339271,submitted_via_web,2024-05-13 00:02:43,jack_fernandez,0,no participa,no,no,si,no,10,2297.372802734375,2024,6,Loja,GLP,no,si,,no,65,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 10:17:17.631,casado(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,280.0,25.0,,15.0,30.0,,,0.0,,Conectado a red pública de alcantarillado,1,-3.8545876,-79.4252263,adobe,tablones de madera,teja,,primaria,,,3,,6,15.0,,,,Acudir a sitios de contratación temporal,15.0,,,,,,no,,El Cisne,4.995,,no,si,no,no,femenino,2024-05-11 10:06:47.585,no,,,propia,fiscomisional,,Casa/Villa,,,no,No
338143091,submitted_via_web,2024-05-11 22:28:14,lester_moreno,0,limpieza y adecentamiento,si,no,si,si,0,2722.0,2024,3,Loja,Gas natural,no,si,,no,80,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-05-11 14:37:13.752,viudo(a),regular,regular,regular,mestizo,2024-05-11,De la red pública,200.0,0.0,20.0,20.0,20.0,,,10.0,,Conectado a red pública de alcantarillado,1,-3.844364,-79.3449592,adobe,cemento,teja,,primaria,,,2,,1,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene tiempo,Jubilado o pensionado,,,,no,,Chuquiribamba,4.818,,no,si,no,no,masculino,2024-05-11 14:25:49.518,no,,,propia,,,Casa/Villa,,,si,No
349797504,submitted_via_web,2024-06-16 17:06:28,dspa19,1,no participa,si,si,si,si,40,2256.7998046875,2024,4,Loja,Gas natural,no,si,,si,68,No hay miembros del hogar en ese rango de edad,no,Red de empresa eléctrica de servicio público,2024-06-16 12:06:24.221,casado(a),bueno,bueno,bueno,mestizo,2024-06-16,De la red pública,300.0,50.0,25.0,40.0,35.0,0.0,,25.0,,Conectado a red pública de alcantarillado,1,-3.891012,-79.2886808,ladrillo,cemento,teja,presencial,superior universitaria,,,4,1.0,3,20.0,,,,No realizó ninguna gestión para buscar trabajo,,No está en edad de trabajar,Jubilado o pensionado,,,,no,,Taquil (Miguel Riofrio),5.0,,no,si,no,no,femenino,2024-06-16 11:54:15.200,no,,,propia,,pública,Casa/Villa,,,si,No
338115784,submitted_via_web,2024-05-11 18:35:06,,0,no participa,si,si,no,no,10,2485.336860656738,2024,3,Loja,GLP,no,,,si,23,"no, todos asisten",no,Red de empresa eléctrica de servicio público,2024-05-11 13:35:05.243,soltero(a),regular,regular,bueno,indígena,2024-05-11,De la red pública,40.0,0.0,20.0,0.0,20.0,,,20.0,250.0,Conectado a red pública de alcantarillado,0,-3.732844,-79.264206,ladrillo,baldosa,losa,presencial,superior universitaria,,,3,1.0,2,0.0,,,,No realizó ninguna gestión para buscar trabajo,,No tiene tiempo,Estudiante,,,,no,Hijo o hija,San Lucas,35.0,,no,si,no,no,masculino,2024-05-11 13:19:31.869,no,,,arrendada,fiscomisional,pública,Casa/Villa,,,si,No
